source_row,composition,reference_id,reference_text,composition_match_ambiguous_within_reference,TC,H,dS,dS_ref,RC,dX,VEC,sigma,dHmix,dSmix,nunfilled_mean,mag_moment_mean,avg_d_valence_electrons,bandgap_mean,melting_point_mean,electronegativity_range
151,FeCoNi0.5Cr0.5Al,[33],"J.Y. Law, V. Franco, Review on magnetocaloric high-entropy alloys: Design and analysis methods, J. Mater. Res. 38 (2023) 37–51. https://doi.org/10.1557/s43578-022-00712-0.",False,685.0,2.0,0.4,0.9232530964660436,0.0,0.1071234776626822,7.646,5.022818341427082,-9.3354826,12.81330027856866,4.0,0.9892078375,4.875,0.0,1616.6175,0.2999999999999998
152,Fe30.7Ni25.7Ga14.6Mn19Si10,[34],"K. Sarlar, A. Tekgül, N. Küçük, A.B. Etemoglu, Structural and magnetocaloric properties of FeNi high entropy alloys, Phys. Scr. 96 (2021). https://doi.org/10.1088/1402-4896/ac326d.",False,442.0,2.0,0.75,1.7310995558738318,76.1,0.1275677325972363,7.194,5.609499465599328,-19.068928,12.7913785663413,3.831224168775832,0.7483861930158726,5.595092404907596,0.1449443120556879,1549.125766214234,0.3599999999999999
153,Fe30.7Ni25.7Ga14.6Mn19Si10,[34],"K. Sarlar, A. Tekgül, N. Küçük, A.B. Etemoglu, Structural and magnetocaloric properties of FeNi high entropy alloys, Phys. Scr. 96 (2021). https://doi.org/10.1088/1402-4896/ac326d.",False,462.0,2.0,0.9,2.077319467048598,178.36,0.1275677325972363,7.194,5.609499465599328,-19.068928,12.7913785663413,3.831224168775832,0.7483861930158726,5.595092404907596,0.1449443120556879,1549.125766214234,0.3599999999999999
154,CoFeNi0.5Cr0.5-Alx (x = 0.0),[35],"A. Quintana-Nedelcos, Z. Leong, N.A. Morley, Study of dual-phase functionalisation of NiCoFeCr-Alx multicomponent alloys for the enhancement of magnetic properties and magneto-caloric effect, Mater. Today Energy 20 (2021). https://doi.org/10.1016/j.mtener.2020.100621.",False,270.0,0.5,0.18,1.4727384750058383,16.2,0.0797464124073798,8.385,0.3399483341407857,-2.69316848,11.00088322983736,4.0,0.9892078375,4.875,0.0,1616.6175,0.2999999999999998
160,CoFeNi0.5Cr0.5-Alx (x = 1.5),[35],"A. Quintana-Nedelcos, Z. Leong, N.A. Morley, Study of dual-phase functionalisation of NiCoFeCr-Alx multicomponent alloys for the enhancement of magnetic properties and magneto-caloric effect, Mater. Today Energy 20 (2021). https://doi.org/10.1016/j.mtener.2020.100621.",False,455.0,0.5,0.16,1.3091008666718569,12.8,0.114049399823059,7.3508,5.706817365872649,-11.39385056,12.95578274322986,4.0,0.9892078375,4.875,0.0,1616.6175,0.2999999999999998
163,Mn20Al20Co14Fe20Cr26,[36],"Y. Zhang, P. Xu, J. Zhu, S. Yan, J. Zhang, L. Li, The emergence of considerable room temperature magnetocaloric performances in the transition metal high-entropy alloys, Materials Today Physics 32 (2023). https://doi.org/10.1016/j.mtphys.2023.101031.",False,268.0,2.0,0.623,1.437966697745863,73.22,0.1200006666648148,6.42,5.774063858123162,-10.0544,13.22968066192844,4.848611,0.5106100664443483,3.694703000000001,0.0,1546.36410978,0.3299999999999998
164,Mn20Al20Co14Fe20Cr26,[36],"Y. Zhang, P. Xu, J. Zhu, S. Yan, J. Zhang, L. Li, The emergence of considerable room temperature magnetocaloric performances in the transition metal high-entropy alloys, Materials Today Physics 32 (2023). https://doi.org/10.1016/j.mtphys.2023.101031.",False,268.0,5.0,1.156,1.156,189.48,0.1200006666648148,6.42,5.774063858123162,-10.0544,13.22968066192844,4.831636831636831,0.5280989160196125,3.702054702054702,0.0,1542.978386168386,0.3299999999999998
165,Mn20Al20Co14Fe21Cr25,[36],"Y. Zhang, P. Xu, J. Zhu, S. Yan, J. Zhang, L. Li, The emergence of considerable room temperature magnetocaloric performances in the transition metal high-entropy alloys, Materials Today Physics 32 (2023). https://doi.org/10.1016/j.mtphys.2023.101031.",False,280.0,2.0,0.649,1.4979781490161557,84.56,0.1207259292778481,6.44,5.779255888895785,-10.0636,13.24783027137862,4.814640814640815,0.5456104726084381,3.709418709418709,0.0,1539.588576188576,0.3299999999999998
166,Mn20Al20Co14Fe21Cr25,[36],"Y. Zhang, P. Xu, J. Zhu, S. Yan, J. Zhang, L. Li, The emergence of considerable room temperature magnetocaloric performances in the transition metal high-entropy alloys, Materials Today Physics 32 (2023). https://doi.org/10.1016/j.mtphys.2023.101031.",False,280.0,5.0,1.315,1.315,197.23,0.1207259292778481,6.44,5.779255888895785,-10.0636,13.24783027137862,4.797624,0.5631420105116345,3.71679,0.0,1536.19443048,0.3299999999999998
167,Mn20Al20Co14Fe22Cr24,[36],"Y. Zhang, P. Xu, J. Zhu, S. Yan, J. Zhang, L. Li, The emergence of considerable room temperature magnetocaloric performances in the transition metal high-entropy alloys, Materials Today Physics 32 (2023). https://doi.org/10.1016/j.mtphys.2023.101031.",False,300.0,2.0,0.686,1.5833790604392648,91.17,0.1214230620598904,6.460000000000001,5.784438006281253,-10.072,13.25869240997886,4.848611,0.5106100664443483,3.694703000000001,0.0,1546.36410978,0.3299999999999998
168,Mn20Al20Co14Fe22Cr24,[36],"Y. Zhang, P. Xu, J. Zhu, S. Yan, J. Zhang, L. Li, The emergence of considerable room temperature magnetocaloric performances in the transition metal high-entropy alloys, Materials Today Physics 32 (2023). https://doi.org/10.1016/j.mtphys.2023.101031.",False,300.0,5.0,1.361,1.361,206.87,0.1214230620598904,6.460000000000001,5.784438006281253,-10.072,13.25869240997886,4.831636831636831,0.5280989160196125,3.702054702054702,0.0,1542.978386168386,0.3299999999999998
169,Mn20Al20Co14Fe23Cr23,[36],"Y. Zhang, P. Xu, J. Zhu, S. Yan, J. Zhang, L. Li, The emergence of considerable room temperature magnetocaloric performances in the transition metal high-entropy alloys, Materials Today Physics 32 (2023). https://doi.org/10.1016/j.mtphys.2023.101031.",False,310.0,2.0,0.662,1.527983874651302,86.74,0.1220925468650727,6.48,5.789610234850571,-10.0796,13.26230854978233,4.814640814640815,0.5456104726084381,3.709418709418709,0.0,1539.588576188576,0.3299999999999998
170,Mn20Al20Co14Fe23Cr23,[36],"Y. Zhang, P. Xu, J. Zhu, S. Yan, J. Zhang, L. Li, The emergence of considerable room temperature magnetocaloric performances in the transition metal high-entropy alloys, Materials Today Physics 32 (2023). https://doi.org/10.1016/j.mtphys.2023.101031.",False,310.0,5.0,1.306,1.306,159.33,0.1220925468650727,6.48,5.789610234850571,-10.0796,13.26230854978233,4.797624,0.5631420105116345,3.71679,0.0,1536.19443048,0.3299999999999998
171,Mn20Cr14Ni33Ge25Si8,[37],"A. Tekgül, K. Sarlar, N. Küçük, A.B. Etemoǧlu, The structural, magnetic and magnetocaloric properties of MnCrNiGeSi high-entropy alloy, Phys. Scr. 97 (2022). https://doi.org/10.1088/1402-4896/ac77c6.",False,361.0,2.0,2.1,4.847078756446729,0.0,0.1741325931582022,6.860000000000001,4.14070372309715,-29.7482,12.56848031344428,3.878363,0.1835303708163207,6.087108000000001,0.192930618,1649.143049,0.4599999999999997
172,Mn20Cr14Ni33Ge25Si8,[37],"A. Tekgül, K. Sarlar, N. Küçük, A.B. Etemoǧlu, The structural, magnetic and magnetocaloric properties of MnCrNiGeSi high-entropy alloy, Phys. Scr. 97 (2022). https://doi.org/10.1088/1402-4896/ac77c6.",False,361.0,0.5,0.48,3.927302600015569,0.0,0.1741325931582022,6.860000000000001,4.14070372309715,-29.7482,12.56848031344428,3.833569,0.1839579040636344,6.089569,0.193367028,1621.5055778,0.4599999999999997
175,Mn24Cr10Ni33Ge25Si8,[37],"A. Tekgül, K. Sarlar, N. Küçük, A.B. Etemoǧlu, The structural, magnetic and magnetocaloric properties of MnCrNiGeSi high-entropy alloy, Phys. Scr. 97 (2022). https://doi.org/10.1088/1402-4896/ac77c6.",False,387.0,2.0,3.6,8.309277868194393,0.0,0.1796055678424251,6.9,4.361604250270622,-30.4554,12.36579818157664,3.878363,0.1835303708163207,6.087108000000001,0.192930618,1649.143049,0.4599999999999997
176,Mn24Cr10Ni33Ge25Si8,[37],"A. Tekgül, K. Sarlar, N. Küçük, A.B. Etemoǧlu, The structural, magnetic and magnetocaloric properties of MnCrNiGeSi high-entropy alloy, Phys. Scr. 97 (2022). https://doi.org/10.1088/1402-4896/ac77c6.",False,387.0,0.5,1.04,8.509155633367067,0.0,0.1796055678424251,6.9,4.361604250270622,-30.4554,12.36579818157664,3.833569,0.1839579040636344,6.089569,0.193367028,1621.5055778,0.4599999999999997
179,Al20Mn20Fe20Co14.5Cr25.5,[38],"Y. Zhang, J. Zhu, Z. Hao, W. Hao, Z. Mo, L. Li, Tunable magnetic phase transition and magnetocaloric effect in the rare-earth-free Al-Mn-Fe-Co-Cr high-entropy alloys, Mater. Des. 229 (2023). https://doi.org/10.1016/j.matdes.2023.111894.",False,282.8,2.0,0.531,1.225618485558673,0.0,0.1207012427442236,6.435,5.773465048522158,-10.1276,13.25427966361616,4.836448,0.5168444456226068,3.701747,0.0,1544.44949209,0.3299999999999998
181,Al20Mn20Fe20Co15.5Cr24.5,[38],"Y. Zhang, J. Zhu, Z. Hao, W. Hao, Z. Mo, L. Li, Tunable magnetic phase transition and magnetocaloric effect in the rare-earth-free Al-Mn-Fe-Co-Cr high-entropy alloys, Mater. Des. 229 (2023). https://doi.org/10.1016/j.matdes.2023.111894.",False,313.7,2.0,0.591,1.364106450028579,0.0,0.1220605997035898,6.465,5.772266991631865,-10.2716,13.29676211879624,4.812086000000001,0.5293329100167242,3.715847,0.0,1540.61290565,0.3299999999999998
183,Al20Mn20Fe20Co16.5Cr23.5,[38],"Y. Zhang, J. Zhu, Z. Hao, W. Hao, Z. Mo, L. Li, Tunable magnetic phase transition and magnetocaloric effect in the rare-earth-free Al-Mn-Fe-Co-Cr high-entropy alloys, Mater. Des. 229 (2023). https://doi.org/10.1016/j.matdes.2023.111894.",False,345.8,2.0,0.57,1.315635662464112,0.0,0.123365756999258,6.495,5.771068350881405,-10.4124,13.33048203656801,4.787673000000002,0.5418476987313622,3.729986,0.0,1536.76990074,0.3299999999999998
185,Dy27Er27Ni26Al20,[39],"L. Xue, L. Shao, Z. Li, Z. Han, B. Zhang, J. Huo, X. Wang, S. Zhu, B. Qian, J. Cheng, B. Shen, Utilization of high entropy in rare earth-based magnetocaloric metallic glasses, Journal of Materials Research and Technology 18 (2022) 5301–5311. https://doi.org/10.1016/j.jmrt.2022.05.022.",False,15.0,5.0,10.6,10.6,312.0,0.2919763004080982,4.82,14.5342908316268,-37.2368,11.46708172461414,3.69072469072469,0.1744585616896617,2.344106344106344,0.0,1338.19634054634,0.69
186,Dy18Er18Y18Ni26Al20,[39],"L. Xue, L. Shao, Z. Li, Z. Han, B. Zhang, J. Huo, X. Wang, S. Zhu, B. Qian, J. Cheng, B. Shen, Utilization of high entropy in rare earth-based magnetocaloric metallic glasses, Journal of Materials Research and Technology 18 (2022) 5301–5311. https://doi.org/10.1016/j.jmrt.2022.05.022.",False,10.0,5.0,10.2,10.2,209.0,0.2935251266927586,4.82,14.86967114040009,-39.1504,13.28755113095142,4.406435000000001,0.1643211970689,2.334034,0.0,1369.87842605,0.69
187,Dy13.5Er13.5Y13.5Gd13.5Ni26Al20,[39],"L. Xue, L. Shao, Z. Li, Z. Han, B. Zhang, J. Huo, X. Wang, S. Zhu, B. Qian, J. Cheng, B. Shen, Utilization of high entropy in rare earth-based magnetocaloric metallic glasses, Journal of Materials Research and Technology 18 (2022) 5301–5311. https://doi.org/10.1016/j.jmrt.2022.05.022.",False,22.0,5.0,9.2,9.2,280.0,0.2967477716849783,4.82,15.02092058458308,-39.0712,14.5791947303076,4.935414000000001,0.1663276772079001,2.384755000000001,0.0,1355.59056391,0.71
188,FeCoNiCr,[40],"D.D. Belyea, M.S. Lucas, E. Michel, J. Horwath, C.W. Miller, Tunable magnetocaloric effect in transition metal alloys, Sci. Rep. 5 (2015). https://doi.org/10.1038/srep15755.",False,103.0,5.0,0.74,0.74,0.0,0.0946339533994009,8.3208,0.3025107344440896,-3.64845056,11.51595984585561,3.75,1.063632175,6.5,0.0,1871.75,0.25
189,FeCoNiCrPd0.005,[40],"D.D. Belyea, M.S. Lucas, E. Michel, J. Horwath, C.W. Miller, Tunable magnetocaloric effect in transition metal alloys, Sci. Rep. 5 (2015). https://doi.org/10.1038/srep15755.",False,102.0,5.0,0.7,0.7,0.0,0.0962098221038496,8.324,0.577995610997872,-3.673926320000001,11.62437358857185,3.74532,1.0623047620456,6.504368,0.0,1871.6954624,0.5400000000000003
190,FeCoNiCrPd0.03,[40],"D.D. Belyea, M.S. Lucas, E. Michel, J. Horwath, C.W. Miller, Tunable magnetocaloric effect in transition metal alloys, Sci. Rep. 5 (2015). https://doi.org/10.1038/srep15755.",False,121.0,5.0,0.72,0.72,0.0,0.1038055237017761,8.3443,1.243464761516354,-3.80755872,11.96722665496804,3.722085,1.0557144970893,6.526054,0.0,1871.4246972,0.5400000000000003
191,FeCoNiCrPd0.06,[40],"D.D. Belyea, M.S. Lucas, E. Michel, J. Horwath, C.W. Miller, Tunable magnetocaloric effect in transition metal alloys, Sci. Rep. 5 (2015). https://doi.org/10.1038/srep15755.",False,131.0,5.0,0.73,0.73,0.0,0.112002030645986,8.370999999999999,1.717734395398218,-3.96347804,12.25685103199398,3.694582389164779,1.047913787281074,6.551723103446207,0.0,1871.104200108401,0.5400000000000003
192,FeCoNiCrPd0.12,[40],"D.D. Belyea, M.S. Lucas, E. Michel, J. Horwath, C.W. Miller, Tunable magnetocaloric effect in transition metal alloys, Sci. Rep. 5 (2015). https://doi.org/10.1038/srep15755.",False,160.0,5.0,0.76,0.76,0.0,0.1251972870671645,8.4156,2.329794628319539,-4.23215568,12.6430612493783,3.640777281554563,1.032652762312124,6.601941203882408,0.0,1870.477191254383,0.5400000000000003
193,FeCoNiCrPd0.25,[40],"D.D. Belyea, M.S. Lucas, E. Michel, J. Horwath, C.W. Miller, Tunable magnetocaloric effect in transition metal alloys, Sci. Rep. 5 (2015). https://doi.org/10.1038/srep15755.",False,220.0,5.0,0.89,0.89,0.0,0.1459601862087655,8.497,3.138935004230777,-4.697357760000001,13.10265278228086,3.52941,1.0010650759378,6.705884,0.0,1869.1793912,0.5400000000000003
194,FeCoNiCrPd0.50,[40],"D.D. Belyea, M.S. Lucas, E. Michel, J. Horwath, C.W. Miller, Tunable magnetocaloric effect in transition metal alloys, Sci. Rep. 5 (2015). https://doi.org/10.1038/srep15755.",False,292.0,5.0,0.86,0.86,0.0,0.1703036712581382,8.641300000000001,3.973558306900987,-5.299467719999999,13.3711084284924,3.333333333333333,0.9454508222222224,6.888888888888888,0.0,1866.894444444445,0.5400000000000003
195,FeCoNiCrAl,[41],"S.M. Na, P.K. Lambert, H. Kim, J. Paglione, N.J. Jones, Thermomagnetic properties and magnetocaloric effect of FeCoNiCrAl-type high-entropy alloys, AIP Adv. 9 (2019). https://doi.org/10.1063/1.5079394.",False,290.0,7.0,0.674,0.495754268386567,242.6,0.1113454248667828,7.7513,4.528231810566604,-8.91372028,13.11126767707191,4.000000000000001,0.8509057400000002,5.200000000000001,0.0,1684.094,0.2999999999999998
196,FeCoNi1.5Cr0.5Al,[41],"S.M. Na, P.K. Lambert, H. Kim, J. Paglione, N.J. Jones, Thermomagnetic properties and magnetocaloric effect of FeCoNiCrAl-type high-entropy alloys, AIP Adv. 9 (2019). https://doi.org/10.1063/1.5079394.",False,150.0,2.0,0.277,0.6393527693027352,0.0,0.1040127726364944,8.1871,4.512167790692017,-8.728344759999999,12.53110195225917,3.6,0.91044521,5.5,0.0,1638.894,0.2999999999999998
197,AlxCr0.2MnFe0.5Co0.3Ni0.5(x=0.3),[42],"S. Huang, Z. Dong, E. Dastanpour, V. Ström, G. Chai, L.K. Varga, O. Eriksson, L. Vitos, Vibrational entropy-enhanced magnetocaloric effect in Mn-rich high-entropy alloys, Appl. Phys. Lett. 119 (2021). https://doi.org/10.1063/5.0064308.",False,380.0,0.56,0.068,0.5016874239589642,0.0,0.1551249373790016,7.731,4.604131954387893,-7.589889119999999,13.31835653254585,4.314286314286314,0.519394041931066,4.314285314285314,0.0,1482.391510971511,0.3599999999999999
198,AlxCr0.2MnFe0.5Co0.3Ni0.5(x=0.35),[42],"S. Huang, Z. Dong, E. Dastanpour, V. Ström, G. Chai, L.K. Varga, O. Eriksson, L. Vitos, Vibrational entropy-enhanced magnetocaloric effect in Mn-rich high-entropy alloys, Appl. Phys. Lett. 119 (2021). https://doi.org/10.1063/5.0064308.",False,378.0,0.56,0.098,0.7230201109996836,0.0,0.1547907154174564,7.686199999999999,4.684758527180842,-8.006010799999999,13.3981723203574,4.314286314286314,0.519394041931066,4.314285314285314,0.0,1482.391510971511,0.3599999999999999
199,AlxCr0.2MnFe0.5Co0.3Ni0.5(x=0.6),[42],"S. Huang, Z. Dong, E. Dastanpour, V. Ström, G. Chai, L.K. Varga, O. Eriksson, L. Vitos, Vibrational entropy-enhanced magnetocaloric effect in Mn-rich high-entropy alloys, Appl. Phys. Lett. 119 (2021). https://doi.org/10.1063/5.0064308.",False,385.0,0.56,0.167,1.2320852911933382,0.0,0.1531494894099078,7.4834,5.034113563719657,-10.0199018,13.71399847290743,4.314286314286314,0.519394041931066,4.314285314285314,0.0,1482.391510971511,0.3599999999999999
200,AlxCr0.2MnFe0.5Co0.3Ni0.5(x=0.65),[42],"S. Huang, Z. Dong, E. Dastanpour, V. Ström, G. Chai, L.K. Varga, O. Eriksson, L. Vitos, Vibrational entropy-enhanced magnetocaloric effect in Mn-rich high-entropy alloys, Appl. Phys. Lett. 119 (2021). https://doi.org/10.1063/5.0064308.",False,370.0,0.56,0.154,1.1361744601423598,0.0,0.1528355750318988,7.450000000000001,5.089502757059114,-10.38117436,13.76382173296333,4.314286314286314,0.519394041931066,4.314285314285314,0.0,1482.391510971511,0.3599999999999999
